text,date,lang,link,likes_count,comments_count,word_count
"You must go to Yabucoa, Humacao, Las Piedras, Naguabo and Vieques.",3/17/2018,es,No,1,0,11
There are no traffics lights in Arecibo.. wires are down and people are getting into major accident. Where is the government??? #disfunctionalgovt,3/17/2018,en,No,1,0,22
"Please visit San Lorenzo, Morovis, Comerío, Humacao and Utuado. There are alot of areas that still don't have electricity!!",3/17/2018,en,No,1,0,19
"Hello, David!!!! Please, go to the western d of the island. Many towns there are still struggling with areas without power, water, traffic lights. Also, many roads are destroyed and have not yet been rebuilt. In Añasco (my town) the main road is impassable and we have to detour through the cemetery to reach our homes. Añasco,  was one of the largest plantains producers on the island. However, Maria destroyed all the farms. Also, coffee and citrus crops were affected. Please, verify what is being done to raise our agriculture. Check with farmers if they have already received agricultural insurance payments. 

Thanks for your support!!!",3/17/2018,en,No,1,0,105
Go to Fajardo and speak to my friend Butch. He'll give you the straight skinny.,3/17/2018,en,No,1,0,15
"Please David, you must go to my town in Villalba,  sector cubones, Caunilla Arriba. A lost town without light, or water. Please thank you!!!!
I thank God for you! And everything you have done for our people in Puerto Rico!!!! You are the Best!!!!!",3/17/2018,en,No,1,0,43
There is still no electricity in Barranquitas Sector Hoya Fria!,3/17/2018,en,No,1,0,10
The death toll is high and still rising! Talk about that and how President does not give a dam about Puerto Rico. It's a discrace to humanity!!!!!!!!!!!,3/17/2018,en,No,1,0,27
Yes!!! We should name a town after David!!! Who's with me on this!!!!,3/17/2018,en,No,1,0,13
"Go to any given intersection in San Juan or elsewhere and see how many traffic lights are STILL inoperable. I see accidents (albeit fender benders) daily. For the stoplights that are working, most drivers defy the signals and the police look the other way and don't bother to enforce the rules of the road. It is very stressful to drive here and causes delays in commute.",3/17/2018,en,No,1,0,66
"East Coast....Humacao, Yabucoa, Maunabo, Naguabo = FORGOTTEN��",3/17/2018,en,No,1,0,7
Río Grande,3/17/2018,es,No,1,0,2
"Please go to *Utuado , *Jayuya, *Comerio, *Adjuntas, *Yabucoa, *Humacao... in the mountains there   are still people without water and power and need a lots of help! Thank you so much and God bless! ����",3/17/2018,en,No,1,0,35
Rosa Cruz is taking high school students from Cleveland next Wednesday to assist I  relief efforts,3/17/2018,en,No,1,0,16
"Dude
 thank you and the amazing crew members for all  your hard work and dedication specially  the jobs  u guys adore to do 
Make us feel relieved and more optimistic about the detailed information that u guys bring to us
I am a born and raised in Puerto Rico for 18 years and now I live in fl 15 yrs
Thanks again and GBY and your amazing crew...✌��",3/17/2018,en,No,1,0,66
"If you are looking to visit a hard-hit area, visit Naguabo. Some are still without power there and destruction still visible. The malecón was severely damaged and so where the windmills.",3/17/2018,en,No,1,0,31
"Thanks for all you do
You’re doing a fine job!",3/17/2018,en,No,1,0,9
David please visit Orocovis!,3/17/2018,en,No,1,0,4
VIEQUES!,3/17/2018,en,No,1,0,1
Hi David I would say tourism in Ocean Park San Juan area is way higher than I’ve seen in years! Almost impossible to get into supermarkets. It’s pretty awesome the amount of support the world is showing by coming here to visit!!!,3/17/2018,en,No,1,0,42
Humacao is still no man’s land... Mambiche Prieto still without water and electricity and no dates on when they will get it back.,3/17/2018,en,No,1,0,23
"This is our opportunity to help David and crew keep this story present and relevant. Please post a heads up noting date and time when your report will air so we can repost accordingly. Looking forward to being better informed by our trusted source, friend, compadre.",3/17/2018,en,No,1,0,46
Go to the airport in San Juan and interview the air traffic controllers and ask how many flight used to come and go before Maria and how many cone and go post Maria.  The reduction has been dramatic.,3/17/2018,en,No,1,0,38
"I've spent about four weeks volunteering on Vieques island off the east coast of PR.  It's still pretty rough there, and my understanding is PREPA has pulled all but three workers with weeks (now months) of work still needing to be done.  The group that I have been volunteering with, Sail Relief Team, chose to focus on Vieques because the need there was so critical.  It's a 20ish minute flight from San Juan.  

Thank you for your continued attention to this ongoing disaster.",3/17/2018,en,No,1,0,83
"David, Orocovis needs you! Still no electricity.",3/17/2018,en,No,1,0,7
Juan Sanes lives in Vieques you can contact him,3/17/2018,en,No,1,0,9
David. Visit ARECMA and Proyecto de Apoyo Mutuo Mariana Humacao. RosalinaAbreu Luis RodríguezSánchez Christine Enid NievesRodríguez. Thank you,3/17/2018,gn,No,1,0,18
Rosy Quinones,3/17/2018,en,No,1,0,2
"Speak with the US power line crews here in PR. I’ve spoken with 7 different workers- the last one being a supervisor - they all say the same thing: politics and bureaucracy is unbelievable and that is what is slowing down the power work. For instance- they spent hours flying in a tower to a mountainous area, erecting the tower and readying it for lines only to have whoever is in charge tell them that they caged their mind they don’t want the tower there after all.  Thy all told me that even with the devastation from the storm the power grid should have been back up 2 or three months ago. I live in Bo Camino Nuevo in Yabucoa. Still no power.",3/17/2018,en,No,1,0,123
Jimmy Ramirez,3/17/2018,en,No,1,0,2
John H. Beyer,3/17/2018,en,No,1,0,3
Keep up the good work Mr. D. Begnaud,3/17/2018,en,No,1,0,8
"Concerns over how PREPA will operate after the 300 million dollar loan runs its course by end of March - what is the plan? 
Dorado still has occasional blackouts throughout each week lasting anywhere from 1 hour to 6+ hours.  Visibility and a plan going forward are not forthcoming.",3/17/2018,en,No,1,0,49
"There has been a sharp rise in Car-jackings since Maria. They target victims at grocery stores, gas stations - even by provoking  you to stop for a targeted collision by rear-ending you then taking off in your car.",3/17/2018,en,No,1,1,38
"David, i can wholeheartedly recommend Addie Canino as a source. Right in the thick of it the entire time. The north end of the west coast is doing actually wonderfully, though water is so sporadic it's a given it will die. Off the main spine and just a couple miles into the hills, it's third world conditions to many. Neighbors helping neighbors to survive. Again, Addie can give you blow by blow ringside",3/17/2018,en,No,1,0,73
You need to go to the east and crops the center of the island David Begnaud the island suffer a lot of power outages and it’s not at 91% like they are saying it’s a lie!,3/17/2018,en,No,1,0,36
"Please go to Juncos, which is adjacent to Caguas, San Lorenzo, Humacao, and Las Piedras.  These cities are still without power.",3/17/2018,en,No,1,0,21
Please come to La Vista Smokehouse in Isabela and ask for me. I was here during Maria and have been here since running my business. Lots of information for you.,3/17/2018,en,No,1,0,30
"******I live in Naranjito and still don’t have electricity. The water comes every four or five days for just two or three hours. We have a couple of neighbors who are supervisors at our electric company (AEE) and they had some of their subordinates put electricity on their homes. One of them even got a transformer (don’t know if it’s the correct term for it) and had his linemen put it up a pole so he could have street light on it. Meanwhile our elderly and sick people suffering. Please, come see us.",3/17/2018,en,No,1,0,93
"Time to look into the local government.. They’re the real reason why so many in PR are still in the dark, w/out running water.",3/17/2018,en,No,1,0,24
"Hello, David.  You ask for comments on the Island. Good luck, now you have more than you can handle. Do a good job.",3/17/2018,en,No,1,0,23
"The east side. Yabucoa, San Lorenzo, las piedras, juncos, Humacao, patillas!",3/17/2018,es,No,1,0,11
"Go to Humacao, Yabucoa, Juncos and Las Piedras. Unacceptable that the first cities impacted by the hurricane have a lot of communities without power.",3/17/2018,en,No,1,0,24
"David the most important one are the towns in the center of the island, yabucoa, maunabo and most importantly the island of vieques. To add all the corruption arisen from the excuse of Maria",3/17/2018,en,No,1,0,34
Evelyn Jorge Angelo Dawn Ángelo Miriam,3/17/2018,ro,No,1,0,6
"POINT OF IMPACT - Yabucoa has been ignored. They took the brunt of the storm and are one of the last towns still with no electricity, lost hospital because of no resources, and people continue to struggle",3/17/2018,en,No,1,0,37
I think you should go to the hospital in Aguadilla.,3/17/2018,en,No,1,0,10
We had a historic 20 year swell that destroyed many beaches. It did more damage to the coast than both hurricane Irma and Maria combined. Come to the west coast and see the devastation to beaches in Isabela and Crash Boat.,3/17/2018,en,No,1,0,41
"People in Utuado, Las Piedras, Yabucoa, Bayamon, Morovis, Jayuya, Orocovis, still without electricity. Some without water. There is a well- known radio reporter called Ojeda (580AM at 3-5pm) that will be your best bet to find out where to go. You can reach him at 787-765-6020 or send him a message via Facebook. Also even in the San Juan, Rio Piedras Carolina area there are no traffic lights or street lights at night causing all kinds of accidents.",3/17/2018,en,No,1,0,78
Rachel Hammett Richardson Ashley Blessed follow him to get updates!,3/17/2018,en,No,1,4,10
"First, I would like to thank you for all you do for Puerto Rico. Please come to the East. The towns of Las Piedras, Humacao, Yabucoa, Maunabo and Patillas. The hurricane entered these areas first and we have been the last to receive water and electricity. Also many stores have left the island and many people have lost their jobs. Please go into the country side where you will find people without water and electricity. We also need for Washington to keep a closer eye on how the monies are being used. Also how private entities have donated monies by artist and where it is being utilize. There are people who are incapacitated and live on Social security who are not being helped with damage done to their property by the hurricane. FEMA is not giving the initial $500.00 for gas expenses or food either and we are still spending more on gas then what we pay for utilities. Please come to this part of the island. Come to our countryside (As we say ""El Campo""). God bless you and your team.",3/17/2018,en,No,1,0,182
Thank you David.  Many have forgotten about Puerto Rico.  No electricity or water for over 6 months for some.  Corruption on both ends.  Devastating!,3/17/2018,en,No,1,0,24
"Those town in the center of the Island or mountains example Jayuya, Utuado, Cidra, Comerio , Naranjito Lares etc need help",3/17/2018,ro,No,1,0,21
Shameful how Puerto Rican’s are treated by local leaders and the Deplorables in DC,3/17/2018,en,No,1,0,14
Please come to Humacao...,3/17/2018,en,No,1,0,4
"Please contact Giovanni, he is the best source for the info you need.  He has continued to report all post-Maria events, good & bad and has interviewed reps from all agencies involved in the recovery process.
Thank you for your continued exposure of Puerto Rico's situation.  One thing I can say with certainty is that the people living deep country, mountain, are almost as if things happened  recently.  Also, as per Giovanni, the town of Yabucoa is rather neglected and looking like Maria just hit them!",3/17/2018,en,No,1,0,85
"People are being denied even for the FEMA loans.  They are income qualified, Fema has even gone through the inspections, cases approved based on need, but DO NOT PASS from there because the this situation I'm explaining:  It is very common in the Island to build a second house on top of another if the owner of the first house has authorized that construction.  Most of the times is family members letting other relatives to do so, but this people does not have a deed on that second property, so they are denied even when Fema has verified the damages.  CRIM (The Municipal Revenues Collection Center) accepts taxes payments on this properties they are aware there isn't a deed on, great amount of people comply with those payments and they have presented that documentation as an evidence, yet they are being denied for money they will pay back and walking away with no where to live.",3/17/2018,en,No,1,0,156
San Sebastián del Pepino.,3/17/2018,es,No,1,0,4
"Frangel, Daisy, Ana, Ysiad",3/17/2018,und,No,1,0,4
"Hi David, I met you at the San Juan airport 7 days after storm.  I am back in PR as well in San Sebastián visiting family.",3/17/2018,en,No,1,0,26
Well done Jami! great information! David - The road from San Juan to Mayaguez is cleared up per my parents who were just there this past weekend for a family reunion.,3/17/2018,en,No,1,0,31
"Ciales Road 146 km 21.5 Cordillera 7- Still no light! 6 months using a generator at night so we can turn on fans to keep the mosquitos at bay. Of bathing with a can of water and not having clean clothes all the time. It's $15 per day to run the generator at night only. We are in a ""pocket"" they say. They don't have the materials to fix it, we've been told many times. The company that was hired left because their contract expired. They don't know. We have to be patient. We have to be understanding. Today we were told to wait, we'll have power back around June.",3/17/2018,en,No,1,0,110
Traffic lights.  Poles are still down. Many have died in car accidents.,3/17/2018,en,No,1,0,12
Bienvenido ����❤️,3/17/2018,es,No,1,0,2
"Sonia Rivera Alexander Carrasquillo 

https://www.wapa.tv/noticias/locales/--ya-no-podemos-mas--_20131122425017.html",3/17/2018,en,Yes,1,0,5
"Where is the President of the 3,000,000 american citizens?  What charity, foundation or children hospital is the First Lady helping. Does she have a heart. She is a mother. Is she scare of Puertorricans.  Or are we only good to catch paper towels.",3/17/2018,en,No,1,0,43
"Please go to the east area, they don’t have electricity. Visit Humacao and Yabucoa",3/17/2018,en,No,1,0,14
"At Water Sports and Eco Tours you will always be welcome for entreview. We are a small concession at the Humacao Nature reserve. This reserve was impacted directly due to the winds of Maria. Not only the vegetation but the operations as well. For more info of the effects left by Maria, feel free to call us at 7873971900.",3/17/2018,en,No,1,0,59
La Loma de Mariana en Humacao,3/17/2018,es,No,1,0,6
"The Mayor Javier JIMENEZ and the municipality dept have done an amazing job clearing the roads, rebuilding bridges, and making sure power was restored. The PPA has helped so many families. This is a place you have not visited yet and I feel is a story that should be shared.",3/17/2018,en,No,1,0,50
"So happy you are going back I beg you my family in Orocovis Barrio saltos cabra have been without electricity before Irma and they desperate, many Older people lives there and  sincerely need help, please  I would Appreciate thank you��",3/17/2018,en,No,1,0,40
"You should go to Yabucoa, where the hurricane made its landfalls. I think 70%  of the municipality have no electric power.",3/17/2018,en,No,1,0,21
"Talk about the pitiful amount of aid and money that FEMA has offered to the people that they actually approve for aid. How can you fix a whole house that lost everything with a couple hundred dollars??? This is not a handout, we pay for FEMA.",3/17/2018,en,No,1,0,46
"Visit my home town of San Sebastian, in the west side of the island. The mayor has put in a huge effort to restore power creating his own ""Electric Company"".",3/17/2018,en,No,1,0,30
David Begnaud you must stop by Proyecto de Apoyo Mutuo Mariana. Look them up on Facebook so you can see how much they have accomplished.,3/17/2018,en,No,1,0,25
"The Guajataca dam...families, business owners, and farmers, among others, can be severely affected by lack of water due to the excessive draining of this dam",3/17/2018,en,No,1,0,25
"David please check out Loiza, Humacao, Maricao, Las Marías, Yabucoa, Utuado....",3/17/2018,pt,No,1,1,11
Cristina Velazquez,3/17/2018,ca,No,1,0,2
"The Utuado area has no water!! American power Company's are working this area. But alot of roads still are not in good conditions. Ask how the municipalities are giving out water and goods. Schools in Utuado 2 to 3 times a week get out at 12pm because no water. Family members in the paso palmas area no light or water going on 6 months. The list goes on. Go to the center, ciales, utuado, adjuntas, jayuya, yabucoa. The tsunami sirens are mess up because of maria. And on the news the goverment did not give it the importance it deserve, no street lights, area still with no cel phone signal, so many things ��",3/17/2018,en,No,1,0,114
Puerto rico government suck there all robbers,3/17/2018,en,No,1,0,7
Go to pasto viejo in humacao they are still without power,3/17/2018,en,No,1,0,11
"Waleska, Wilma, Felita, Norma- any feedback and information on your areas could help bring more attention to the needs of residents.",3/17/2018,en,No,1,0,21
"Hi David. Thank you for your continued efforts of telling the story of PR!! I agree with many others who have posted here. You should go to the Southeastern side of the island during your visit. Maria made landfall through the Maunabo/Yabucoa area but not much effort has been made to restore basic necessities to that area by the government or its agencies. The local people have banded together to make some things possible and some nonprofit organizations have continued to try to help (Ricky Martin Foundation, for one) but the hurricane season is soon approaching again & God forbid another hurricane hits the island... I spent a week on the West side of the island last month and found that a lot of people are getting used to a new norm. However, I noticed the cost of necessary items has doubled if not tripled. With many jobs lost, low wages for jobs that have remained, high inflation, corruption, issues with education, etc, the situation doesn’t paint a very rosy future for our fellow citizens. So, I hope you fit in some coverage about the economic situation on the island as well. I’m sure wherever you decide to go on the island and whatever you decide to cover, you’ll report the truth. Thank you!",3/17/2018,en,No,1,0,214
Evaristo L.,3/17/2018,und,No,1,0,2
"David
I hv bn in Guanica this past wk cleaning up fallen trees...from my home. I hv to say that this part of the island is seeing it's homes & businesses functional again. Residents are cleaning, repairing, repainting....The numerous farms here are all being recultivated (they all had extensive  damage), mountains are lush & green. A large # of residents lost sheds, gazebos, roofs & some parts of their home.  We also do not hv street lights on main roads. In spite of all the hardships, we are seeing light at the end of the tunnel. Thank you for returning & shedding truth to all the ppl still suffering in towns like Canovanas & center of the island who still do not hv water & electricity.",3/17/2018,en,No,1,1,125
"On a positive note, the “forgotten” community of Rio Abajo in Utuado who had lost all access to town and was transporting supplies in a shopping cart hanging by a rope , received a permanent bridge to connect them back to the rest of the world.",3/17/2018,en,No,1,0,46
"On the other side of the equation, many who have lost their homes are being denied help from FEMA.  An estimated 60% of applicants received letters denying eligibility for reasons that are not true or do not make sense.  One example of an absurd reason “ the applicant cannot prove they were living at their home during the hurricane”,  what is the basis for this conclusion. No documentation ever requested; no neighbors ever interviewed. Applicant was interviewed by FEMA the day they arrived to FL from PR and was told they could get a refund for their trip cost.  Proof of travel was sent to FEMA; letter in response to appeal has this absurd reason for denial.  Many don’t have the means of access to internet. They are being played.",3/17/2018,en,No,1,0,130
Please visit Crashboat Beach in Aguadilla and help the fisherman restore what was damaged a week ago. They need an advocate. They need you.,3/17/2018,en,No,1,0,24
I'm from the town of Corozal and my neighborhood Palmarito continues without energy. The potable water service is unstable and the worst thing of all is that the police do not give preventive rounds at night. Many businesses have had to close due to the lack of electricity and residents are already tired of spending the little money they have on fuel for their generators. You should go around the central area of ​​the island to see the setbacks we have had in 6 months.,3/17/2018,en,No,1,0,85
David Begnaud my grandparents are in Naranjito without electricity. Please help shed a light into the reality of their struggles.,3/17/2018,en,No,1,0,20
"My people are so happy you and your crew are returning to Puerto Rico! My family tells me the mountain areas are still struggling; not getting the supplies they need, electricity, etc. You should bring the Governor with you while you visit these places. He needs to see their is still more work to be done! If he truly has a heart, he will do a lot more especially for the elderly and sick. I look forward to seeing your coverage. YOU and your CREW are the ones to make this happen and bring back our island to recovery. Sending many blessings and a safe trip.����",3/17/2018,en,No,1,0,106
"You should go as far from the Metro Area as possible. Everything is usually better here. I suggest you go to the islands of Vieques and Culebra, and gather information on how the recovery is going over there. We on the main island barely get information.  You should also go to the Southeast corner, where the hurricane made landfall. From the reports apparently the electric grid took the worst hit there. You should check out the mountainous towns, as they tend to be more economically depressed areas. Also you should double check on the West Side. I wish a could be a bit more specific on the towns or areas. Finally, I suggest you take a helicopter ride at some point. This will allow you to see the situation of the roofs and FEMA.",3/17/2018,en,No,1,0,134
I went last week to humacao closer to Fajardo and honestly it looks like it just went by last week...really weird to see it that bad....,3/17/2018,en,No,1,0,26
"Go to Humacao, Yabucoa and Naguabo.",3/17/2018,gn,No,1,0,6
"Some are becoming wealthier as a result of Maria Hurricane and the Government is taking advantage of the confusion to dismantle agencies and services. The Government keeps issuing juicy contracts to political friends and allies while many people remained traumatized and isolated. Besides all that the Insurance companies take too long to answer to claims and doesn’t pay their fair share. The insurance Adjusters don’t suggest, they let the policy owner to claim without knowing much of the process.",3/17/2018,en,No,1,0,79
Bo. Bermejales in Orocovis. No power since Maria and partial service of water...,3/17/2018,en,No,1,0,13
David I will be there this Sunday - Thursday in the mountains of Orocovis. I would love to show you how a passionate teacher and some middle school children are assisting our organization in creating a sustainable farm with 15 acres and a university solar power grid that were donated to us for this purpose.  Have your producer inbox us for more information. This is both short term and long term solutions in play simultaneously.,3/17/2018,en,No,1,4,75
Yabucoa Montessori school that has a cafeteria building that is deemed unsafe.  No help from government to repair and rebuild so volunteers are helping.,3/17/2018,en,No,1,0,24
Guayama wherr David Begnaud helped George Gonzalez send his grandmother to NYC for better care and conditions.  He has remained in Guayama helping.  He is part of the diaspora that has RETURNED to the island.!!!   There are others of us planning to move back to Puerto Rico.  Waleska Semidey Jose Garcia Aponte and Evelyn Mejil Carmencita Perez Velazquez,3/17/2018,en,No,1,0,58
"Yabucoa, Juncos, Humacao, Maunabo, Patillas, and then go to Fortaleza and ask why?",3/17/2018,gn,No,1,0,13
"David... a real and sad story. Puerto Rico insurance companies reinsured their hurricane risk . In other words, they reduced their risk to losses. Days after the hurricane they got paid.... Billions of Dollars... Puerto Rico insurance companies are delaying payments of claims to their insured, from the home owners to businesses. They are using the billions of dollars received...money they received to make a profit at the expense of their clients. Interview insured home owners, business owners, the Commissioner of Insurance ( he should know the exact amount received by the insurance companies... and btw... he has fined insurance companies for delays... token type fines) and lastly interview insurance companies... this hardball tactics is strangling the economy!",3/17/2018,en,No,1,0,118
Thanks again for your help. Also if you can please cover all the environmental issues related to coast of the Island after Hurricane Maria. We still having problems with coast flodding each time we have high swells.  Also we are dealing with many environmental and health issues due to deposit of ashes and many other projects that goverment had been silent about.,3/17/2018,en,No,1,0,62
"Maybe in a more positive note , things are not perfect, they never where anyway , but definitely better , we are ready to receive people , the weather, the food, Bars, beaches, mountains are great ! 
We are ready to receive tourists to have a wonderful time in the island !! 
Please share that!!  
Tourism is what we need the most right now to help economic recovery. 
Thank you for all the help you do !",3/17/2018,en,No,1,0,77
"Definitely, go to the center of the island like these municipalities:  Utuado (Caonilla)no electricity , water, streets damaged and much more. Jayuya(La Pica) no electricity. The problem persist in areas there's lot of mountains. 
I appreciate and respect your job!",3/17/2018,en,No,1,0,40
"David thank you so much for you help to our island. Other of the problems that PR is experimenting is the price in food. the price of food is extremely high in supermarkets, nobody has reported this no one has gone to compare the prices in the products between PR and USA .  Money does not pay, then wages are low in jobs, I must say those who still have jobs. No jobs are found and as the federal minimun wage is so low at $ 7.25, the working class is trying to survive. .
We are drowned with the high prices in food, gasoline, electric power (because the bills continue to arrive high even without having energy in the houses, or being interrupted continually ). Then puertorricans continue leaving the island, because quality of life deteriorates more and more. This is extremely sad .",3/17/2018,en,No,1,0,144
"follow the hurricane route, start with Yabucoa!",3/17/2018,en,No,1,0,7
Thank you David for your outstanding reporting on Puerto Rico! Thank you for caring enough to still be reporting about the devastation that still is happening in my beautiful island! GRACIAS!!!,3/17/2018,en,No,1,0,31
"It would be awesome if you could do an exposé on how the insurance agencies are holding back payments, and degrading repair estimates to disburse the minimum payments, when construction materials and labor are at its peak. In my opinion, insurance agencies are causing more damages than the hurricane itself.",3/17/2018,en,No,1,0,50
"CEIBA is estimated to be back on grid for months and still on Twin Diesel generators. I believe still funded by FEMA but not 100% sure about the funding...if so, worried about how long it will last. 

Side note: AEE is charging us $1,800 plus for power being generated by the turbine engines we understand to be funded by FEMA.  While some of my neighbors bill is $0. So many inconsistencies by AEE that doesn’t make sense.  Any way to find out if this is legal? We were told that FEMA was funding the diesel  in the beginning but now it seems to be a mystery if they are still funding this operation.

HUMACO (direct impact area) so many people needing help there and not sure if power is from Ceiba’s twin generators. 

Thank you David for your commitment and continued efforts!!!
God bless you and all the people that surround you❣️",3/17/2018,en,No,1,0,150
"Yabucoa, Las Piedras, Humacao and the town in the center of the island",3/17/2018,en,No,1,0,13
"Hurricane Maria also left economic uncertainty to a lot of people.  Thousands of families are struggling to pay their mortgages because of loss or reduction of income as a direct result of the hurricane.  Although mortgage lenders have put a stop on foreclosure to provide sone form of relief to the people, this is only a temporary measure, which does not resolve the underlying problem (i.e., the arrears on the mortgage loans continue to pile up and the families in those situations don’t have enough regular income to cover the arrears once the moratorium on foreclosures ends in a couple of weeks). Puerto Rico is on the brink of a mortgage crisis.",3/17/2018,en,No,1,0,112
"John, Teresita",3/17/2018,ro,No,1,0,2
"Morovis,Orocovis,  Maricao,  Ciales,  Comerio,  Jayuya,  Humacao, Las Piedras,   Patillas... Most of the center and mountains of the island.",3/17/2018,ro,No,1,0,18
Go to las piedras  or yabucoa still no light. They still not finish anything,3/17/2018,en,No,1,0,14
"The people of Yabucoa, southeast of the island next to Humacao, still have no power or water, shameful. They have been forgotten........
Thank you for spending time with us!",3/17/2018,en,No,1,0,28
David: you have been our guardian angel through this ordeal that our people is going through. Thanks for your dedication.,3/17/2018,en,No,1,0,20
"Tourism has returned to Rincon, awesome place to visit and spend money! Corona Surf contest this weekend.",3/17/2018,en,No,1,0,17
Visit the center of the Island and the South East.,3/17/2018,en,No,1,0,10
"Many families and neighborhoods have had to resort to paying for their own electricians to repair and restore power. Contractors are leaving the island because supposedly there are enough people to do the work but there are pockets and remote areas that have been abandoned. My family lives less than 10 minutes from the center of the town of Cidra, but because their neighborhood is in a valley away from the main road they had to pay a contractor to get their electricity repaired and wires run. That would have been unheard of here in the states. People on fixed incomes paying for what the electric company should have done. Bo. Arenas, Sect.Los Pinos in Cidra.",3/17/2018,en,No,1,0,116
Talk to Methodist Church Bishop Hector Ortiz- working hard from the beginning and bringing help to some areas still not visited by any other groups,3/17/2018,en,No,1,0,25
"You should look at the corruption behind giving fines on the island. A friend received a $1000 parking ticket, my mom received a $1200 fine for going through tolls, having the government raise the fine from $15 to $50 and not being notified. Has anyone else dealt with this??",3/17/2018,en,No,1,0,49
"David please visit the center of the island, particularly Utuado, I have family in the community of Puente Blanco. A small area completely forgotten just like many other communities. It’s a very sad and
desperate situation. However, during these difficult times, it’s in these areas where you will find the most hope and love for their communities. People who still smile, people who still have faith in full restoration of Puerto Rico. That is where you will get your story. Thank you David. ❤️����",3/17/2018,en,No,1,0,83
"Wandi, I have no words to say, over her power goes out.. And they are quick to fix it, no hay palabras, es toda la politica plain and simple, our families out there are the ones who suffer, GOD sees.",3/17/2018,en,No,1,1,40
Orlando Gonzalez,3/17/2018,ca,No,1,0,2
David Begnaud- please dig in on the atrocities being done in the department of education!!,3/17/2018,en,No,1,0,15
"Punta Santiago in Humacao should be visited. The body of water that is near there flooded that area severely, and they still don't have electricity there.",3/17/2018,en,No,1,0,26
"First - thank you for keeping the island in the public eye. You are an angel! I just returned from the island. In my opinion, the most important message to get out to the public is that if you want to support PR - please come and visit. Spend your money here - shop, tip well, go to different resorts and restaurants. I've talked to family members in different areas of the island. Some of the issues they've identified are: 1. Local transportation - They tell me that the ""carro publico"" (these are small vans that provide transportation in the island) are not working normally. They work part of the day. This limits the local shopping, people being able to get to doctor appointments, etc. This isn't in the large metro area - these are towns out in the island 2. Jobs/small business - the lack of electricity has forced many small businesses to open part time as they are using generators. There is an increased cost in doing business (spending money on gasoline/etc for the generators) and less business because they are only operating on a part time basis. I saw many businesses still closed. I've heard insurance companies are taking their time in completing and paying out claims. That needs to be moved along. We are talking about legitimate claims from people that have appropriate coverage and have paid their premiums. I also see a need for small business loans. Many business owners lacked the savings to get them through several months of re-building/lost business. 3. I also saw many larger businesses that have not reopened since the storm. In the San Juan Mall - the two anchor stores (Saks Fifth Ave and Nordstrom) have not returned. These companies have the resources to rebuild. I suspect some may be using the storm as a convenient exit strategy. 4. I remember you had investigated a story a few months ago about bodies exhumed by the storm. I visited a cemetery to check on my grandparents grave. I had a very interesting conversation about that situation while visiting that cemetery.  I thought of you and your efforts. I'd be happy to share my story with your producers if there is any interest. Thank you and my apologies for the long post.",3/17/2018,en,No,1,0,381
"I know Isabela is no comparison compared with other hardest hit areas, but want to share that my aunt received electricity for the first time last month. She lives in Galateo alto.",3/17/2018,en,No,1,0,32
"Cover the governor's & his thugs' corruption. Julia Keleher's charter school heist, the new director of tourism another corrupt endeavor. Thanks.",3/17/2018,en,No,1,0,21
"Please, go to Humacao, Yabucoa, Maunabo and Las Piedras in the southeastern part of the island, where Maria first hit as cat 5. They are still like the day one after María. Suicides are almost everyday. People are suffering so much without any help from the local government and also FEMA. The worst concern is the suicides. And the local news are not telling anything about it. Thank you for your support for us and for telling us the truth everyday. I'm so glad to found you in Twitter and Facebook. I believe in your work.",3/17/2018,en,No,1,0,96
"David! I recommend where you must go is finding out what preparations are being made while in recovery with hurricane season at t-minus 70 days, what lessons were learned fro maria what actions are being taken....",3/17/2018,en,No,1,0,36
Go to Humacau,3/17/2018,en,No,1,0,3
"Hi David, I recommend that you go to Humacao (south east of San Juan; it's south of Fajardo and Naguabo). Humacao was one of the areas where Hurricane Maria entered PR. Humacao looked like a war zone by the time Maria left! I have friends like Maria Elena Maldonado who has a disabled daughter and still has no electricity. And to to it off, the water continues to be rationed. I have two friends Sandra Rodriguez and Alma Delia Silva Silva, and an uncle William Vega and that live in the mountain side of Humacao and still have power. My friend Alma also has a disabled daughter. But then I have a friend Tere Rivera that recently had her power turned on. These people are living a nightmare right now. I also have my brother Jose Carlos Negron that lives in Adjuntas (mountain side north of Ponce) that also don't have power! I highly recommend that you please visit Humacao. Everyone included in this message is fluent in English so you can get the story straight from the survivors that continue to live the nightmare. Thanks for your consideration and God bless you!!",3/17/2018,en,No,1,2,193
"The infrastructure, power, water necessities are old need revamp, why do you have so little time to assess an Island major problems after a hurricane, you should of had a team come in and conduct the assessment for you, your poor planning and lack of caring continues to plague the island, you are treating  the island  as a step child, not priority in your list. Plan better, do more stop talking.",3/17/2018,en,No,1,0,71
"Go to the San Juan area (Hato Rey) to see that it seems like nothing happened there. You may wanna go to Guajataca where the Dam was about to collapse, they still have no electricity. I have multiple patients from the area of San Lorenzo who moved to the States and can't go back because they still have no water or electricity. If I were to choose three towns: San Juan, Utuado, and Yabucoa",3/17/2018,en,No,1,1,74
Arlene Marie,3/17/2018,en,No,1,0,2
